Save Time:,7/14/2026 12:59,,,
,,CH1,CH2,
Frequency:,,?,0.693 Hz,
Period:,,?,1.444 S,
SP:,,1000.000 uS,1000.000 uS,
PK-PK:,,6.400 V,3.920 V,
,,,,
Units:(mV),tiempo,buspos,busneg,out
2577,2577000.000us,6160,0,6160
2578,2578000.000us,6240,160,6080
2579,2579000.000us,6160,0,6160
2580,2580000.000us,6160,0,6160
2581,2581000.000us,6240,160,6080
2582,2582000.000us,6240,160,6080
2583,2583000.000us,6160,0,6160
2584,2584000.000us,6240,80,6160
2585,2585000.000us,6240,80,6160
2586,2586000.000us,6320,80,6240
2587,2587000.000us,6160,0,6160
2588,2588000.000us,6160,0,6160
2589,2589000.000us,6160,80,6080
2590,2590000.000us,6240,80,6160
2591,2591000.000us,6160,0,6160
2592,2592000.000us,6240,80,6160
2593,2593000.000us,6240,80,6160
2594,2594000.000us,6240,80,6160
2595,2595000.000us,6160,0,6160
2596,2596000.000us,6240,80,6160
2597,2597000.000us,6160,80,6080
2598,2598000.000us,6240,160,6080
2599,2599000.000us,6160,80,6080
2600,2600000.000us,6240,80,6160
2601,2601000.000us,6240,80,6160
2602,2602000.000us,6240,160,6080
2603,2603000.000us,6160,80,6080
2604,2604000.000us,6240,80,6160
2605,2605000.000us,6240,80,6160
2606,2606000.000us,6240,80,6160
2607,2607000.000us,6160,0,6160
2608,2608000.000us,6160,80,6080
2609,2609000.000us,6240,80,6160
2610,2610000.000us,6240,80,6160
2611,2611000.000us,6160,0,6160
2612,2612000.000us,6240,80,6160
2613,2613000.000us,6160,80,6080
2614,2614000.000us,6240,80,6160
2615,2615000.000us,6160,0,6160
2616,2616000.000us,6240,80,6160
2617,2617000.000us,6240,80,6160
2618,2618000.000us,6320,160,6160
2619,2619000.000us,6240,0,6240
2620,2620000.000us,6240,0,6240
2621,2621000.000us,6240,80,6160
2622,2622000.000us,6240,160,6080
2623,2623000.000us,6160,0,6160
2624,2624000.000us,6160,160,6000
2625,2625000.000us,6320,80,6240
2626,2626000.000us,6320,80,6240
2627,2627000.000us,6160,0,6160
2628,2628000.000us,6160,0,6160
2629,2629000.000us,6240,80,6160
2630,2630000.000us,6240,80,6160
2631,2631000.000us,6160,80,6080
2632,2632000.000us,6240,80,6160
2633,2633000.000us,6240,80,6160
2634,2634000.000us,6240,160,6080
2635,2635000.000us,6240,80,6160
2636,2636000.000us,6240,160,6080
2637,2637000.000us,6320,80,6240
2638,2638000.000us,6320,80,6240
2639,2639000.000us,6160,0,6160
2640,2640000.000us,6240,80,6160
2641,2641000.000us,6320,80,6240
2642,2642000.000us,6320,160,6160
2643,2643000.000us,6160,0,6160
2644,2644000.000us,6160,160,6000
2645,2645000.000us,6240,80,6160
2646,2646000.000us,6240,160,6080
2647,2647000.000us,6240,0,6240
2648,2648000.000us,6240,0,6240
2649,2649000.000us,6240,80,6160
2650,2650000.000us,6240,160,6080
2651,2651000.000us,6160,80,6080
2652,2652000.000us,6240,80,6160
2653,2653000.000us,6240,80,6160
2654,2654000.000us,6240,160,6080
2655,2655000.000us,6240,80,6160
2656,2656000.000us,6240,80,6160
2657,2657000.000us,6240,80,6160
2658,2658000.000us,6240,160,6080
2659,2659000.000us,6160,80,6080
2660,2660000.000us,6240,80,6160
2661,2661000.000us,6240,80,6160
2662,2662000.000us,6240,160,6080
2663,2663000.000us,6240,0,6240
2664,2664000.000us,6240,0,6240
2665,2665000.000us,6240,80,6160
2666,2666000.000us,6240,160,6080
2667,2667000.000us,6160,80,6080
2668,2668000.000us,6160,80,6080
2669,2669000.000us,6160,80,6080
2670,2670000.000us,6240,80,6160
2671,2671000.000us,6160,80,6080
2672,2672000.000us,6240,80,6160
2673,2673000.000us,6240,80,6160
2674,2674000.000us,6240,80,6160
2675,2675000.000us,6160,80,6080
2676,2676000.000us,6240,80,6160
2677,2677000.000us,6240,80,6160
2678,2678000.000us,6240,80,6160
2679,2679000.000us,6160,0,6160
2680,2680000.000us,6160,80,6080
2681,2681000.000us,6160,80,6080
2682,2682000.000us,6240,160,6080
2683,2683000.000us,6160,0,6160
2684,2684000.000us,6240,80,6160
2685,2685000.000us,6240,80,6160
2686,2686000.000us,6240,80,6160
2687,2687000.000us,6160,0,6160
2688,2688000.000us,6240,80,6160
2689,2689000.000us,6240,80,6160
2690,2690000.000us,6240,80,6160
2691,2691000.000us,6160,80,6080
2692,2692000.000us,6240,80,6160
2693,2693000.000us,6160,80,6080
2694,2694000.000us,6240,160,6080
2695,2695000.000us,6160,0,6160
2696,2696000.000us,6240,0,6240
2697,2697000.000us,6240,160,6080
2698,2698000.000us,6240,160,6080
2699,2699000.000us,6160,0,6160
2700,2700000.000us,6240,80,6160
2701,2701000.000us,6240,80,6160
2702,2702000.000us,6320,160,6160
2703,2703000.000us,6160,0,6160
2704,2704000.000us,6240,160,6080
2705,2705000.000us,6160,80,6080
2706,2706000.000us,6240,80,6160
2707,2707000.000us,6160,80,6080
2708,2708000.000us,6240,80,6160
2709,2709000.000us,6240,80,6160
2710,2710000.000us,6320,160,6160
2711,2711000.000us,6160,0,6160
2712,2712000.000us,6240,0,6240
2713,2713000.000us,6240,160,6080
2714,2714000.000us,6240,160,6080
2715,2715000.000us,6240,0,6240
2716,2716000.000us,6240,0,6240
2717,2717000.000us,6240,80,6160
2718,2718000.000us,6240,160,6080
2719,2719000.000us,6160,0,6160
2720,2720000.000us,6160,80,6080
2721,2721000.000us,6240,0,6240
2722,2722000.000us,6320,80,6240
2723,2723000.000us,6240,0,6240
2724,2724000.000us,6240,80,6160
2725,2725000.000us,6240,80,6160
2726,2726000.000us,6240,80,6160
2727,2727000.000us,6160,0,6160
2728,2728000.000us,6240,80,6160
2729,2729000.000us,6160,80,6080
2730,2730000.000us,6320,160,6160
2731,2731000.000us,6160,0,6160
2732,2732000.000us,6240,80,6160
2733,2733000.000us,6240,80,6160
2734,2734000.000us,6240,160,6080
2735,2735000.000us,6240,80,6160
2736,2736000.000us,6240,80,6160
2737,2737000.000us,6160,80,6080
2738,2738000.000us,6240,80,6160
2739,2739000.000us,6160,0,6160
2740,2740000.000us,6240,80,6160
2741,2741000.000us,6240,80,6160
2742,2742000.000us,6240,80,6160
2743,2743000.000us,6240,0,6240
2744,2744000.000us,6240,0,6240
2745,2745000.000us,6240,80,6160
2746,2746000.000us,6240,80,6160
2747,2747000.000us,6240,80,6160
2748,2748000.000us,6240,80,6160
2749,2749000.000us,6240,80,6160
2750,2750000.000us,6240,80,6160
2751,2751000.000us,6160,0,6160
2752,2752000.000us,6160,80,6080
2753,2753000.000us,6160,80,6080
2754,2754000.000us,6320,80,6240
2755,2755000.000us,6160,0,6160
2756,2756000.000us,6320,0,6320
2757,2757000.000us,6240,80,6160
2758,2758000.000us,6320,80,6240
2759,2759000.000us,6160,0,6160
2760,2760000.000us,6240,80,6160
2761,2761000.000us,6240,0,6240
2762,2762000.000us,6240,160,6080
2763,2763000.000us,6160,0,6160
2764,2764000.000us,6240,0,6240
2765,2765000.000us,6160,0,6160
2766,2766000.000us,6240,160,6080
2767,2767000.000us,6160,0,6160
2768,2768000.000us,6240,80,6160
2769,2769000.000us,6240,80,6160
2770,2770000.000us,6240,160,6080
2771,2771000.000us,6160,0,6160
2772,2772000.000us,6240,80,6160
2773,2773000.000us,6160,80,6080
2774,2774000.000us,6240,160,6080
2775,2775000.000us,6160,80,6080
2776,2776000.000us,6240,80,6160
2777,2777000.000us,6160,0,6160
2778,2778000.000us,6320,160,6160
2779,2779000.000us,6160,0,6160
2780,2780000.000us,6240,80,6160
2781,2781000.000us,6240,80,6160
2782,2782000.000us,6240,80,6160
2783,2783000.000us,6160,0,6160
2784,2784000.000us,6240,80,6160
2785,2785000.000us,6160,80,6080
2786,2786000.000us,6320,80,6240
2787,2787000.000us,6160,80,6080
2788,2788000.000us,6320,80,6240
2789,2789000.000us,6240,0,6240
2790,2790000.000us,6240,80,6160
2791,2791000.000us,6160,0,6160
2792,2792000.000us,6160,80,6080
2793,2793000.000us,6240,80,6160
2794,2794000.000us,6320,160,6160
2795,2795000.000us,6160,0,6160
2796,2796000.000us,6240,80,6160
2797,2797000.000us,6240,80,6160
2798,2798000.000us,6240,160,6080
2799,2799000.000us,6160,0,6160
2800,2800000.000us,6240,0,6240
2801,2801000.000us,6240,80,6160
2802,2802000.000us,6240,80,6160
2803,2803000.000us,6240,0,6240
2804,2804000.000us,6240,80,6160
2805,2805000.000us,6160,80,6080
2806,2806000.000us,6320,160,6160
2807,2807000.000us,6160,0,6160
2808,2808000.000us,6240,0,6240
2809,2809000.000us,6240,80,6160
2810,2810000.000us,6240,80,6160
2811,2811000.000us,6160,0,6160
2812,2812000.000us,6160,80,6080
2813,2813000.000us,6240,80,6160
2814,2814000.000us,6320,80,6240
2815,2815000.000us,6160,0,6160
2816,2816000.000us,6240,80,6160
2817,2817000.000us,6240,80,6160
2818,2818000.000us,6240,80,6160
2819,2819000.000us,6160,0,6160
2820,2820000.000us,6240,80,6160
2821,2821000.000us,6240,80,6160
2822,2822000.000us,6400,3840,2560
2823,2823000.000us,5920,0,5920
2824,2824000.000us,5920,3280,2640
2825,2825000.000us,5840,3280,2560
2826,2826000.000us,5920,3360,2560
2827,2827000.000us,5840,3280,2560
2828,2828000.000us,5840,3280,2560
2829,2829000.000us,5920,3360,2560
2830,2830000.000us,5920,3360,2560
2831,2831000.000us,5840,3280,2560
2832,2832000.000us,5920,3280,2640
2833,2833000.000us,5840,3360,2480
2834,2834000.000us,5920,3360,2560
2835,2835000.000us,5840,3280,2560
2836,2836000.000us,5840,3280,2560
2837,2837000.000us,5920,3280,2640
2838,2838000.000us,5920,3360,2560
2839,2839000.000us,5840,3280,2560
2840,2840000.000us,5920,3280,2640
2841,2841000.000us,5840,3280,2560
2842,2842000.000us,5920,3360,2560
2843,2843000.000us,5840,3280,2560
2844,2844000.000us,5920,3280,2640
2845,2845000.000us,5840,3280,2560
2846,2846000.000us,5920,3360,2560
2847,2847000.000us,5840,3280,2560
2848,2848000.000us,5920,3360,2560
2849,2849000.000us,5920,3280,2640
2850,2850000.000us,5920,3360,2560
2851,2851000.000us,5840,3280,2560
2852,2852000.000us,5840,3280,2560
2853,2853000.000us,5920,3280,2640
2854,2854000.000us,5920,3360,2560
2855,2855000.000us,5840,3280,2560
2856,2856000.000us,5920,3360,2560
2857,2857000.000us,5840,3280,2560
2858,2858000.000us,5920,3440,2480
2859,2859000.000us,5840,3280,2560
2860,2860000.000us,5840,3360,2480
2861,2861000.000us,5840,3360,2480
2862,2862000.000us,5920,3360,2560
2863,2863000.000us,5840,3280,2560
2864,2864000.000us,5840,3280,2560
2865,2865000.000us,5920,3360,2560
2866,2866000.000us,6000,3360,2640
2867,2867000.000us,5840,3280,2560
2868,2868000.000us,5840,3280,2560
2869,2869000.000us,5840,3360,2480
2870,2870000.000us,5920,3360,2560
2871,2871000.000us,5840,3280,2560
2872,2872000.000us,5920,3360,2560
2873,2873000.000us,5920,3280,2640
2874,2874000.000us,5920,3360,2560
2875,2875000.000us,5840,3280,2560
2876,2876000.000us,5920,3360,2560
2877,2877000.000us,5920,2800,3120
2878,2878000.000us,5920,2800,3120
2879,2879000.000us,5760,2640,3120
2880,2880000.000us,5840,2800,3040
2881,2881000.000us,5920,2800,3120
2882,2882000.000us,5920,2800,3120
2883,2883000.000us,5760,2720,3040
2884,2884000.000us,5920,2800,3120
2885,2885000.000us,5920,2800,3120
2886,2886000.000us,5920,2800,3120
2887,2887000.000us,5840,2720,3120
2888,2888000.000us,5920,2800,3120
2889,2889000.000us,5840,2720,3120
2890,2890000.000us,5920,2800,3120
2891,2891000.000us,5840,2720,3120
2892,2892000.000us,5840,2800,3040
2893,2893000.000us,5920,2800,3120
2894,2894000.000us,5920,2800,3120
2895,2895000.000us,5760,2720,3040
2896,2896000.000us,5920,2800,3120
2897,2897000.000us,5840,2720,3120
2898,2898000.000us,5920,2800,3120
2899,2899000.000us,5840,2720,3120
2900,2900000.000us,5840,2720,3120
2901,2901000.000us,5920,2720,3200
2902,2902000.000us,5920,2800,3120
2903,2903000.000us,5840,2720,3120
2904,2904000.000us,5840,2800,3040
2905,2905000.000us,5840,2800,3040
2906,2906000.000us,5920,2800,3120
2907,2907000.000us,5840,2720,3120
2908,2908000.000us,5920,2800,3120
2909,2909000.000us,5840,2720,3120
2910,2910000.000us,5920,2800,3120
2911,2911000.000us,5840,2720,3120
2912,2912000.000us,5920,2720,3200
2913,2913000.000us,5840,2800,3040
2914,2914000.000us,5920,2800,3120
2915,2915000.000us,5840,2720,3120
2916,2916000.000us,5840,2800,3040
2917,2917000.000us,5840,2800,3040
2918,2918000.000us,5920,2880,3040
2919,2919000.000us,5840,2720,3120
2920,2920000.000us,5920,2720,3200
2921,2921000.000us,5920,2800,3120
2922,2922000.000us,5920,2800,3120
2923,2923000.000us,5840,2720,3120
2924,2924000.000us,5920,2800,3120
2925,2925000.000us,5920,2720,3200
2926,2926000.000us,5920,2880,3040
2927,2927000.000us,5760,2720,3040
2928,2928000.000us,5840,2800,3040
2929,2929000.000us,5840,2800,3040
2930,2930000.000us,5920,2800,3120
2931,2931000.000us,5760,2720,3040
2932,2932000.000us,5840,2720,3120
2933,2933000.000us,5840,2800,3040
2934,2934000.000us,5920,2800,3120
2935,2935000.000us,5840,2720,3120
2936,2936000.000us,5920,2800,3120
2937,2937000.000us,5920,2800,3120
2938,2938000.000us,5920,2800,3120
2939,2939000.000us,5760,2720,3040
2940,2940000.000us,5840,2720,3120
2941,2941000.000us,5840,2720,3120
2942,2942000.000us,5920,2800,3120
2943,2943000.000us,5840,2720,3120
2944,2944000.000us,5920,2800,3120
2945,2945000.000us,5840,2720,3120
2946,2946000.000us,5920,2800,3120
2947,2947000.000us,5840,2720,3120
2948,2948000.000us,5920,2720,3200
2949,2949000.000us,5840,2800,3040
2950,2950000.000us,5920,2800,3120
2951,2951000.000us,5760,2720,3040
2952,2952000.000us,5760,2800,2960
2953,2953000.000us,5920,2800,3120
2954,2954000.000us,5920,2800,3120
2955,2955000.000us,5840,2720,3120
2956,2956000.000us,5920,2720,3200
2957,2957000.000us,5920,2800,3120
2958,2958000.000us,5920,2800,3120
2959,2959000.000us,5840,2720,3120
2960,2960000.000us,5840,2720,3120
2961,2961000.000us,5920,2880,3040
2962,2962000.000us,5920,2880,3040
2963,2963000.000us,5840,2720,3120
2964,2964000.000us,5920,2800,3120
2965,2965000.000us,5920,2800,3120
2966,2966000.000us,6000,2800,3200
2967,2967000.000us,5840,2720,3120
2968,2968000.000us,6000,2800,3200
2969,2969000.000us,5840,2800,3040
2970,2970000.000us,5920,2800,3120
2971,2971000.000us,5840,2720,3120
2972,2972000.000us,5920,2800,3120
2973,2973000.000us,5920,2800,3120
2974,2974000.000us,5920,2800,3120
2975,2975000.000us,5760,2720,3040
2976,2976000.000us,5840,2800,3040
2977,2977000.000us,5840,2720,3120
2978,2978000.000us,6000,2800,3200
2979,2979000.000us,5760,2720,3040
2980,2980000.000us,5760,2800,2960
2981,2981000.000us,5920,2880,3040
2982,2982000.000us,5920,2880,3040
2983,2983000.000us,5840,2800,3040
2984,2984000.000us,5840,2800,3040
2985,2985000.000us,5920,2800,3120
2986,2986000.000us,5920,2800,3120
2987,2987000.000us,5840,2720,3120
2988,2988000.000us,5840,2800,3040
2989,2989000.000us,5760,2800,2960
2990,2990000.000us,5920,2800,3120
2991,2991000.000us,5760,2720,3040
2992,2992000.000us,5840,2720,3120
2993,2993000.000us,5840,2800,3040
2994,2994000.000us,5920,2800,3120
2995,2995000.000us,5840,2720,3120
2996,2996000.000us,5920,2800,3120
2997,2997000.000us,5840,2800,3040
2998,2998000.000us,5920,2800,3120
2999,2999000.000us,5840,2720,3120
3000,3000000.000us,5920,2800,3120
3001,3001000.000us,5920,2720,3200
3002,3002000.000us,5920,2800,3120
3003,3003000.000us,5840,2720,3120
3004,3004000.000us,5840,2800,3040
3005,3005000.000us,5920,2720,3200
3006,3006000.000us,5920,2800,3120
3007,3007000.000us,5760,2720,3040
3008,3008000.000us,5840,2800,3040
3009,3009000.000us,5920,2720,3200
3010,3010000.000us,5920,2800,3120
3011,3011000.000us,5840,2720,3120
3012,3012000.000us,5920,2800,3120
3013,3013000.000us,5840,2880,2960
3014,3014000.000us,5920,2880,3040
3015,3015000.000us,5840,2720,3120
3016,3016000.000us,5840,2720,3120
3017,3017000.000us,5840,2800,3040
3018,3018000.000us,5920,2800,3120
3019,3019000.000us,5840,2720,3120
3020,3020000.000us,5840,2720,3120
3021,3021000.000us,5920,2720,3200
3022,3022000.000us,5920,2800,3120
3023,3023000.000us,5840,2720,3120
3024,3024000.000us,5840,2800,3040
3025,3025000.000us,5920,2800,3120
3026,3026000.000us,5920,2800,3120
3027,3027000.000us,5840,2720,3120
3028,3028000.000us,5840,2720,3120
3029,3029000.000us,5920,2800,3120
3030,3030000.000us,5920,2800,3120
3031,3031000.000us,5840,2720,3120
3032,3032000.000us,5840,2720,3120
3033,3033000.000us,5920,2720,3200
3034,3034000.000us,5920,2800,3120
3035,3035000.000us,5840,2720,3120
3036,3036000.000us,5920,2720,3200
3037,3037000.000us,5840,2720,3120
3038,3038000.000us,5920,2800,3120
3039,3039000.000us,5840,2720,3120
3040,3040000.000us,5840,2800,3040
